1 --> {1=0.00572233711565794, 2=0.008847440297185784, 3=0.011168516158380793, 4=0.007027453613732049, 5=0.0055622535470871435, 6=0.004525608172153268, 7=0.005576614892629968, 8=0.002137428691571208, 9=0.007288670309439902, 10=0.011509224516420375, 11=0.008650472785995619, 12=0.0036370010469427105, 13=0.003912549412360842}
670 --> {1=0.0025675092358815963, 2=0.007064192559957556, 3=0.004607151380329803, 4=0.005063853725494845, 5=0.007526267612061521, 6=0.002444622450258928, 7=0.005014423505278649, 8=0.0, 9=0.007996254325694402, 10=0.019646740877378072, 11=7.735371543784068E-4, 12=0.0, 13=0.013742299270613934}
671 --> {1=0.0022051809021480678, 2=0.003386381780217324, 3=0.004082006271418045, 4=0.003964017261178723, 5=5.832504393301546E-4, 6=0.00502679906384827, 7=0.009471667290519487, 8=0.004556970719148751, 9=0.01287424887693465, 10=0.011145957963989936, 11=0.0013415017044703756, 12=0.0, 13=0.002105548845665842}
672 --> {1=0.002625624981276957, 2=0.004320121242154971, 3=0.00450076513771546, 4=0.012370089326545505, 5=0.010687004946756099, 6=0.004563224306988426, 7=0.009016915197735112, 8=6.334781185965749E-4, 9=0.015044184671329942, 10=0.03166397996521976, 11=0.008124509309499948, 12=0.0, 13=0.0074265846023298466}
673 --> {1=0.015677119314173635, 2=0.020222694771890298, 3=0.020447261786797358, 4=0.00412408485517091, 5=0.004917002258821011, 6=0.001261470982118223, 7=0.025934835592023153, 8=0.0035432004976216295, 9=0.010015471292927368, 10=0.013613994694496485, 11=0.014896729917232288, 12=0.011543359636078058, 13=0.0030450936864219623}
674 --> {1=0.0, 2=0.04668280397686317, 3=0.00798381854036586, 4=0.024308813371585063, 5=0.04264884980168195, 6=0.009948655969097326, 7=0.028415066529912342, 8=0.0, 9=0.027490006329730098, 10=0.10321041730231488, 11=0.0043833772081443055, 12=0.0, 13=0.01854861632708114}
675 --> {1=2.561358197793541E-4, 2=0.003395834480423416, 3=0.007243413329879179, 4=0.014003235086969023, 5=0.012126795395780092, 6=0.003950094386558067, 7=0.01811146075782028, 8=0.00629316826652967, 9=0.013299220204607302, 10=0.03540754557155802, 11=0.0037560592709462715, 12=3.1743342616245536E-4, 13=0.0040650169143265705}
676 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
677 --> {1=0.12188571701104155, 2=0.131902475046567, 3=0.11069725838084958, 4=0.0, 5=0.0, 6=0.0038917468622410123, 7=0.01748641745754459, 8=0.014552451119818573, 9=0.024025670160453386, 10=0.021303160793402255, 11=0.07465083853319059, 12=0.10389023672470252, 13=0.0}
678 --> {1=0.0, 2=0.008852709000177879, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
679 --> {1=0.0013843860768663937, 2=0.006908500866209091, 3=0.007036376440880061, 4=0.005721704666198019, 5=0.006980915025494535, 6=0.003744998801748759, 7=0.0033471721952917726, 8=0.007226227680326427, 9=0.01296151789103236, 10=0.007562763550468807, 11=0.0069489099031529835, 12=0.0, 13=0.0053252502442444885}
680 --> {1=0.022395460715694086, 2=0.03335365037897403, 3=0.015573801618118336, 4=0.0, 5=0.0, 6=4.578525720283544E-4, 7=0.005965144967705145, 8=0.0017120530729198321, 9=0.0028265494306415747, 10=0.0025062542109885004, 11=0.013704514703484636, 12=0.01535325432953825, 13=0.0}
681 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
682 --> {1=0.003244280257584146, 2=0.0, 3=0.008915410709773504, 4=0.0, 5=0.007756240692435192, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
683 --> {1=0.0116081635248611, 2=0.014585616823523228, 3=0.010542596036271388, 4=0.0033755405582839024, 5=9.308145888226006E-4, 6=0.010608189636545678, 7=0.002365363965985292, 8=0.0013859477256970068, 9=0.0046561108732863345, 10=0.003634730621756419, 11=0.01617170013804258, 12=0.010614103514531839, 13=7.722141217938771E-4}
684 --> {1=0.0029942451525913068, 2=0.0025799193589439162, 3=0.0030555482221033894, 4=0.004591953461529914, 5=0.0035479496578605216, 6=0.004362809956981465, 7=0.0035942165168771343, 8=0.0, 9=0.004909378604562964, 10=0.009232783406374715, 11=0.0029700687965928305, 12=2.2884735374502596E-4, 13=0.0018077543385582107}
685 --> {1=0.0, 2=0.0010369671121529221, 3=0.001635826617524708, 4=0.008314734231301064, 5=5.356422557565087E-4, 6=4.889971572056418E-4, 7=0.001691816739739191, 8=0.0, 9=0.008620306530723099, 10=0.004863994167806787, 11=0.0017944083491328714, 12=3.9361744844144465E-4, 13=2.670952374204704E-4}
686 --> {1=0.002097671241253796, 2=0.0, 3=0.0, 4=0.001361879911722423, 5=0.0018271406277846037, 6=0.0012121806080793635, 7=0.0, 8=0.0, 9=0.0020899744847772484, 10=0.001767449177614066, 11=0.0, 12=0.0, 13=0.0061876764855236304}
687 --> {1=0.016477350189177124, 2=0.015320887237497326, 3=0.013168513402301478, 4=0.004789521489655044, 5=0.005646242749665144, 6=0.005760850366895282, 7=0.005832489737389938, 8=0.0036079534219861284, 9=0.005733529193343246, 10=0.008592069359779466, 11=0.007467764838257806, 12=0.008996373903629711, 13=0.0}
688 --> {1=0.01622140128792073, 2=0.0, 3=0.0, 4=0.0, 5=0.0015923631150392009, 6=0.0, 7=0.009260576770696584, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
689 --> {1=0.01256656244725903, 2=0.013744458563466939, 3=0.009239298291760952, 4=0.001200289376836579, 5=0.005747734663412662, 6=1.6287040179872433E-4, 7=0.002678287351642094, 8=6.79294945305924E-4, 9=0.00461292023934362, 10=0.002182242480316939, 11=0.00515084153568193, 12=0.0011909109311556759, 13=3.9234892085973573E-4}
690 --> {1=0.0, 2=8.648365832100275E-4, 3=7.258016854878054E-4, 4=0.002209892124689551, 5=0.004343617965164388, 6=0.001657230157871712, 7=0.0025831878663556676, 8=0.0, 9=0.002499091484520918, 10=0.011266566039036887, 11=3.9848883710402776E-4, 12=0.0025917705828379795, 13=0.0010123905033755413}
691 --> {1=0.0, 2=0.019216429973859566, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.00222203638980716, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
692 --> {1=0.01625142893480554, 2=0.022651842364974202, 3=0.01791330469743731, 4=0.003460736263479097, 5=0.0, 6=0.0015456757195665407, 7=0.003623306790870634, 8=0.004499950225411765, 9=0.0032034226880604515, 10=0.006212723586128331, 11=0.009953445137758745, 12=0.01385203156329367, 13=0.0}
693 --> {1=0.0, 2=0.0, 3=0.0, 4=0.004651764878950003, 5=0.0, 6=0.0, 7=0.01852115354139317, 8=0.0, 9=0.0063902405806424084, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
694 --> {1=0.015031788301685901, 2=0.015615694830435544, 3=0.013105247682660606, 4=0.0019586378437684224, 5=0.003833047375246776, 6=0.002028475383655288, 7=0.0032622908977678494, 8=0.0015318369599809025, 9=0.011488792941267154, 10=0.013857991767807845, 11=0.011014741605577874, 12=0.01093581439207395, 13=0.0021619550761478104}
695 --> {1=0.008824321317756368, 2=0.0043971402405983155, 3=6.044740975083277E-4, 4=0.013184330690252164, 5=0.009822803011358646, 6=0.004127772241734766, 7=0.0022433901749932734, 8=0.0, 9=0.005987229581872852, 10=0.017085013232616783, 11=0.0013321316040353411, 12=0.0, 13=0.003085088373251276}
696 --> {1=0.0, 2=0.009513202415310302, 3=0.00798381854036586, 4=0.024308813371585063, 5=0.04264884980168195, 6=0.009948655969097326, 7=0.028415066529912342, 8=0.0, 9=0.027490006329730098, 10=0.10321041730231488, 11=0.0043833772081443055, 12=0.0, 13=0.011136295537130955}
697 --> {1=0.06154655696550738, 2=0.025191431481827342, 3=0.0, 4=0.007576436095590499, 5=0.030654584871534194, 6=0.006743626096820793, 7=0.007376912201673809, 8=0.0, 9=0.01040793132382362, 10=0.006018122983343625, 11=0.0, 12=0.0, 13=0.0}
698 --> {1=0.0, 2=0.011276733588449299, 3=0.009559224442729304, 4=0.014776867681863844, 5=0.013063010547499332, 6=0.015918705504121035, 7=0.011198538047959776, 8=0.0, 9=0.008081496755918955, 10=0.02756613540899885, 11=7.735371543784068E-4, 12=6.703386958149734E-4, 13=0.0019652286241995803}
699 --> {1=0.00696489811491666, 2=0.00888369594628118, 3=0.007009884925222764, 4=0.0031468731184672917, 5=0.00693353265747994, 6=0.0033734929943340427, 7=0.0037749854386532763, 8=8.315686354182041E-4, 9=0.004408338281536915, 10=0.011795896171892759, 11=0.004641480248308974, 12=0.005936584955697287, 13=0.0014572253289144522}
700 --> {1=0.00652396399027884, 2=0.006913837630439182, 3=0.00683610599039158, 4=7.59471816971429E-4, 5=0.0014043935025665633, 6=0.001130056514306496, 7=0.0025158481682714512, 8=5.939775967272887E-4, 9=0.0032772751832608623, 10=0.005733406230414774, 11=0.007187613307256498, 12=0.004548901506227931, 13=0.0013298966492022622}
701 --> {1=0.01750044177806792, 2=0.02562190663181275, 3=0.021502817271855268, 4=0.0, 5=0.002338381143550805, 6=0.0, 7=0.003215558588392851, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.005109492252443012}
702 --> {1=0.06677796936785824, 2=0.018893573611370507, 3=0.0, 4=0.017721587930990487, 5=0.0278777152449693, 6=0.0537471221607443, 7=0.009207636243905845, 8=0.0, 9=0.004508253489961581, 10=0.004513592237507719, 11=0.0, 12=0.0, 13=0.0}
703 --> {1=6.650042621165134E-4, 2=0.006973861489324382, 3=0.00492123643339379, 4=0.0025142040123746746, 5=0.005216482967858319, 6=0.004092890785070206, 7=0.01778036871556608, 8=0.0017446004122924897, 9=0.006975245175888742, 10=0.028678491690820047, 11=0.0019282886007275092, 12=2.998883639172249E-4, 13=0.0019627976914045543}
704 --> {1=0.0027667826762832267, 2=0.005575203437198761, 3=0.004510001292056417, 4=0.013732275163011868, 5=0.018804373965949, 6=0.005794722437963176, 7=0.011921240690507635, 8=0.0, 9=0.0205069672626019, 10=0.04046761197765063, 11=0.006447592552383971, 12=3.9361744844144465E-4, 13=0.004009066393367144}
705 --> {1=0.0025772564554659627, 2=0.004549852069748606, 3=0.005014596238679669, 4=0.01814936972550818, 5=0.019869969964109065, 6=0.004550292330301915, 7=0.024126063259397618, 8=0.0, 9=0.019354834287467242, 10=0.033964204927940514, 11=0.005240939063726354, 12=6.150272631897573E-4, 13=0.00804511868974074}
706 --> {1=0.0037467545839620854, 2=0.0023715254941624247, 3=0.0025371021908660815, 4=0.0077251553988726155, 5=0.007693833005828697, 6=0.002054767564135, 7=0.0060795947906558245, 8=0.0, 9=0.007598870190982807, 10=0.01909531503040688, 11=0.00575404253226054, 12=2.811553203153176E-4, 13=0.0019090792349367352}
707 --> {1=3.1806669192001427E-4, 2=0.00695126758120915, 3=0.008156379726940475, 4=0.011628852158848332, 5=0.0035551432093193225, 6=0.0023698993199232038, 7=0.005036101909829518, 8=0.0, 9=0.0075605753547703, 10=0.011021996403134872, 11=0.004164958624987006, 12=1.9294972962815915E-4, 13=0.002710618605238575}
708 --> {1=0.0, 2=0.0028801542890307254, 3=0.004864027803695207, 4=0.005024988951729829, 5=0.011981608704232162, 6=0.006366730384936307, 7=0.0013113178650768762, 8=0.006291254197575632, 9=0.013268893091108085, 10=0.007567533651048438, 11=6.215665084641375E-4, 12=0.0, 13=0.0}
709 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
710 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
711 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
712 --> {1=0.0, 2=0.0, 3=0.0, 4=0.01488564761264001, 5=0.009235706067227366, 6=0.0, 7=0.0111126921248359, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
713 --> {1=0.0, 2=0.028539607245930906, 3=0.02395145562109758, 4=0.07292644011475519, 5=0.12794654940504585, 6=0.029845967907291975, 7=0.08524519958973703, 8=0.0, 9=0.08247001898919029, 10=0.3096312519069446, 11=0.013150131624432916, 12=0.0, 13=0.033408886611392866}
714 --> {1=4.595323502584525E-4, 2=0.008648449597362868, 3=0.005881447461983433, 4=0.010106321028915342, 5=0.008285940155582676, 6=0.005346858860686741, 7=0.017353679288497757, 8=9.243126676000314E-4, 9=0.018480474212742976, 10=0.026072538746666072, 11=0.004305766080513025, 12=2.811553203153176E-4, 13=0.005975266639709407}
715 --> {1=0.01907560877491445, 2=0.03465780467231773, 3=0.03041189377216111, 4=0.00857237474118327, 5=0.018880739313381786, 6=0.01282740006287071, 7=0.01255217326214033, 8=0.0047395186613554035, 9=0.016183673305578572, 10=0.0315111552274811, 11=0.010084699262103381, 12=0.011632566581943378, 13=0.02631226873447317}
716 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
717 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
718 --> {1=0.0, 2=0.0040770867494187004, 3=0.003421636517299654, 4=0.010418062873536455, 5=0.01827807848643512, 6=0.004263709701041711, 7=0.012177885655676719, 8=0.0, 9=0.011781431284170042, 10=0.04423303598670637, 11=0.001878590232061845, 12=0.0, 13=0.004772698087341838}
719 --> {1=0.0, 2=0.0013221089637629941, 3=0.0016895358572042486, 4=0.003773562385788822, 5=4.057895876943248E-4, 6=9.324212332241886E-4, 7=0.0012816793482872658, 8=0.0, 9=0.008343553818983248, 10=0.005165951501292142, 11=0.002916352710666858, 12=2.9819503669806414E-4, 13=0.0}
720 --> {1=0.006083025482970274, 2=0.01571246306423036, 3=0.01318645903351404, 4=0.018231610028688797, 5=0.03198663735126146, 6=0.011311902494077016, 7=0.021311299897434258, 8=0.0, 9=0.020617504747297573, 10=0.09005394602801627, 11=0.003287532906108229, 12=0.0, 13=0.008352221652848216}
721 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.015846987029129962, 10=0.016861510735040146, 11=0.02568971536184226, 12=0.0, 13=0.0}
722 --> {1=0.0, 2=0.017155122505495266, 3=0.01439719025647929, 4=0.0, 5=0.0, 6=0.007700821034508043, 7=0.0, 8=0.0, 9=0.0, 10=0.025292266102560225, 11=0.0, 12=0.0, 13=0.0}
723 --> {1=0.0, 2=0.007705876782910218, 3=0.01031939524599876, 4=0.006361110950860385, 5=0.0010917807050270696, 6=0.0037060144654869746, 7=0.002324941350547112, 8=0.0012957506971293575, 9=0.004591837213909892, 10=0.0059462558235367615, 11=0.008438302322864008, 12=4.472925550470962E-4, 13=0.005139922074710522}
724 --> {1=0.09231983544826107, 2=0.03778714722274101, 3=0.0, 4=0.0, 5=0.04598187730730129, 6=0.0, 7=0.011065368302510713, 8=0.0, 9=0.0, 10=0.009027184475015437, 11=0.0, 12=0.0, 13=0.0}
725 --> {1=0.011080519728276504, 2=0.018190137154015136, 3=0.019129224660079283, 4=0.00861279048398464, 5=0.013773754451579317, 6=0.005340384679563152, 7=0.00854943217105397, 8=0.003393014912822005, 9=0.009096448242184703, 10=0.020201431860084218, 11=0.007765588934321815, 12=0.010498094573363915, 13=0.00207021399518877}
726 --> {1=0.0037248559870839896, 2=0.00974082651315092, 3=0.004473074886576152, 4=0.02334165320442282, 5=0.03388281214716797, 6=0.025902803843399904, 7=0.014171862084008273, 8=0.0, 9=0.015156803935182388, 10=0.03358590994359128, 11=0.0027211297593604205, 12=0.0, 13=0.005138140349191145}
727 --> {1=0.01025775949425123, 2=0.007675898243430699, 3=0.003981583497635365, 4=0.017244410680873345, 5=0.030100473207555687, 6=0.0040940272124964615, 7=0.008830781414779993, 8=0.0, 9=0.013146248923746722, 10=0.02425405003221592, 11=0.004155146448960357, 12=5.466909006131176E-4, 13=0.0018560492561884925}
728 --> {1=0.011256805606983297, 2=0.011780955852048827, 3=0.009865964124558653, 4=0.007767564350195304, 5=0.018024980579445685, 6=0.010056728873987541, 7=0.009069379114389592, 8=0.00218929694356389, 9=0.005307800426373064, 10=0.013254892157269785, 11=0.00646140871259239, 12=0.005875027491885258, 13=0.0010128177563126493}
729 --> {1=0.007389209447298013, 2=0.011696783165508658, 3=0.011718408049064242, 4=0.012575834370257746, 5=0.015597731703552909, 6=0.007727673686385484, 7=0.024189955174629917, 8=0.008376432034830907, 9=0.024291265001458957, 10=0.04928862716773666, 11=0.005635025270828358, 12=4.576947074900519E-4, 13=0.009989923431350974}
730 --> {1=0.014182851114689952, 2=0.018032128654420602, 3=0.01865319200365599, 4=0.009260975178802488, 5=0.01024237655433855, 6=0.005702252912901989, 7=0.019696835918328406, 8=0.006819980415008864, 9=0.011527502757513934, 10=0.027800860544514125, 11=0.006613887112179878, 12=0.005771679818039029, 13=0.008131282758201746}
731 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
732 --> {1=0.008400116992118591, 2=0.020691589705699922, 3=0.017886470230636737, 4=0.009027218474158938, 5=0.002804147024425717, 6=0.0016355349990933386, 7=0.006037309900418029, 8=0.0016944534581318533, 9=0.012452228175254288, 10=0.0074406673879606235, 11=0.010729018781826312, 12=0.007070953685827948, 13=0.003926948666276575}
733 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
734 --> {1=0.0429907080824076, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.02048213968873314}
735 --> {1=0.008500244217480142, 2=0.0054467509680261395, 3=0.0028681735156166027, 4=0.004624769782442291, 5=0.006684763728579896, 6=0.0019013334176459066, 7=0.003747354445700831, 8=4.262242794076386E-4, 9=0.008112762863986874, 10=0.015079178928184401, 11=0.0014795599587184359, 12=7.825654648295489E-4, 13=9.012559231157727E-4}
736 --> {1=0.011632755874632151, 2=0.015567639263097205, 3=0.015589261510765617, 4=0.006453881036039685, 5=0.0057220374518635354, 6=0.005419216290136853, 7=0.005718864835245192, 8=0.0040456281362151745, 9=0.011175865538340733, 10=0.009776466887608387, 11=0.011769888038791601, 12=0.008895187560956015, 13=0.0014791993698700086}
737 --> {1=0.0, 2=0.0, 3=0.0, 4=0.02083519926287387, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.020302785840402154, 11=0.0, 12=0.0, 13=0.0}
738 --> {1=0.0015683402731432531, 2=0.0017664595009921301, 3=0.0023146136621472026, 4=0.011693624861009784, 5=0.0010037546634546395, 6=0.003616525987265434, 7=0.0018389312388469466, 8=0.0, 9=0.007107304636911276, 10=0.004252182968144208, 11=0.001950443857753121, 12=9.86468761453703E-4, 13=0.0}
739 --> {1=0.006556567848864676, 2=0.009451911261135381, 3=0.009522723825142769, 4=0.012068791974038835, 5=0.009375933060922331, 6=0.007250275810217984, 7=0.008058639948634514, 8=0.0021016958774619666, 9=0.011502466741236686, 10=0.014385355018694514, 11=0.005401829220730905, 12=0.0038324448928814974, 13=0.0016086960085334313}
740 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
741 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.03177715369085087}
742 --> {1=0.001272266767680057, 2=0.00260915992316358, 3=0.0020984659737500154, 4=0.008450084477231681, 5=0.007838837449838692, 6=0.0033667222811221463, 7=0.00547501831209695, 8=0.004261032318935859, 9=0.009068310637818154, 10=0.014869737150231788, 11=0.0014665222761036552, 12=1.9294972962815915E-4, 13=7.860052460177378E-4}
743 --> {1=0.0037906091859214097, 2=0.007890538497737194, 3=0.003491971559875698, 4=0.002804863081336738, 5=0.004921021130963302, 6=0.002217824059872221, 7=0.0032786615226821935, 8=0.0, 9=0.006082562260641925, 10=0.015743247341164154, 11=0.0018036516496235918, 12=0.0, 13=0.0021738286092731767}
744 --> {1=0.007497473324991891, 2=0.001604115351163194, 3=0.02336491597781436, 4=0.006921472526958194, 5=0.0, 6=0.0, 7=0.002424039697971447, 8=0.0, 9=0.011390729075827806, 10=0.0, 11=0.010313408947103385, 12=0.0, 13=0.0}
745 --> {1=0.013340726734904574, 2=0.017750253990151905, 3=0.019007483983522006, 4=0.01562955215775059, 5=0.01033924410896215, 6=0.006328643842756885, 7=0.009340909689255175, 8=0.00379844696471277, 9=0.012336285083440863, 10=0.010006342739070327, 11=0.01092674776152359, 12=0.006065793656374828, 13=3.738652867641228E-4}
746 --> {1=0.0, 2=0.0, 3=0.0, 4=0.0, 5=0.0, 6=0.0, 7=0.0, 8=0.0, 9=0.0, 10=0.0, 11=0.0, 12=0.0, 13=0.0}
747 --> {1=0.0023173430411315326, 2=0.003703453971974722, 3=0.0058422379197310996, 4=0.020340900136621657, 5=0.0019130080562732453, 6=0.004017231287929191, 7=0.006042202641925682, 8=0.0, 9=0.017865017897279428, 10=0.007010503178621659, 11=0.0064086012469031116, 12=0.001405776601576588, 13=0.010165468511931678}
748 --> {1=0.014820012308315119, 2=0.01315510836982214, 3=0.007454532078688733, 4=0.006485259165165487, 5=0.012958318875898232, 6=0.0029941490612242516, 7=0.010278935179198414, 8=6.929738628485034E-4, 9=0.00638773947112515, 10=0.019527033763027363, 11=0.008403178514232034, 12=0.004947154129747739, 13=0.003137654776343626}
749 --> {1=0.009595401194029232, 2=0.018165774984530828, 3=0.012729513626279845, 4=0.0011296841193756037, 5=5.321224385043918E-4, 6=0.0014511824119286352, 7=0.0044945975092894165, 8=0.008134311640782484, 9=0.0029858130843682736, 10=0.0024474086255179064, 11=0.005231028791372264, 12=0.006446359743478223, 13=0.006037893797574466}
